"data","chuva_mm","temperatura_min_c","temperatura_max_c","umidade_relativa_pct","radiacao_mj_m2","vento_m_s"
2018-10-08,3.4,14.7,29.5,69,19.5,2
2018-10-09,0,19.8,31.8,70,21.7,2.3
2018-10-10,5.4,16.4,33.2,57,17.7,1
2018-10-11,8.5,17,32.5,70,22.3,1.9
2018-10-12,0,18.4,33.1,70,21,0.1
2018-10-13,0,19.7,31.7,57,20.7,2.6
2018-10-14,4.6,17.9,33,69,21.3,1.9
2018-10-15,2.6,20.4,30.1,62,21.9,1.4
2018-10-16,0,16.4,32.3,68,16.9,2.3
2018-10-17,1.6,18.5,30.5,64,21.2,3.3
2018-10-18,0,18.3,30.3,75,17.6,2.2
2018-10-19,0,17.4,32.9,58,19.8,2.7
2018-10-20,0,18.1,31.7,58,21.4,2.3
2018-10-21,2.3,17.5,30.3,70,19.6,2.9
2018-10-22,0,17.9,27.6,74,23.4,3
2018-10-23,1,19.7,32.1,66,18.8,3
2018-10-24,0,16.4,32.8,58,22.9,1.9
2018-10-25,0,17.5,31.7,71,19.7,1.8
2018-10-26,0,21.9,31.3,62,21.3,1.8
2018-10-27,0,18.1,29.7,64,19,2.6
2018-10-28,0,19.1,30.8,62,24,3.6
2018-10-29,0,16.4,30.1,68,21.9,0.9
2018-10-30,0,18.2,27.8,65,21,3.6
2018-10-31,0,18.6,32.4,55,21.3,1.8
2018-11-01,0,17.8,28.3,72,19.3,1.9
2018-11-02,0,16.7,32.4,63,18,1.9
2018-11-03,7.4,19.2,28,74,20.7,2.4
2018-11-04,3.9,18.5,33,64,19,2
2018-11-05,0,17.4,34.3,71,19.7,1.4
2018-11-06,2.6,18.2,32.7,75,16.9,2.9
2018-11-07,0,17.4,31.5,68,21.4,1.7
2018-11-08,4.9,16.7,31.1,57,20.5,2.1
2018-11-09,6.5,20.1,30.3,68,17.8,1.3
2018-11-10,0,18.2,32.2,67,19,3
2018-11-11,0,16.5,29.9,72,19.1,2.3
2018-11-12,2.5,18,30.9,75,21.2,1.1
2018-11-13,4.2,17.5,30.9,71,19.7,0.7
2018-11-14,0,16.4,30.7,70,20,2.7
2018-11-15,1.5,19.3,32.6,67,21.2,3.4
2018-11-16,0,16.7,29.5,63,15.8,1.9
2018-11-17,0,16.6,28.4,60,20.8,2.9
2018-11-18,3.4,18,28.9,70,19.9,1.2
2018-11-19,0,13.5,30.7,67,19.5,3.7
2018-11-20,2.8,18.4,28.6,55,20.7,1.2
2018-11-21,0,18.2,29.9,68,21.1,2
2018-11-22,0,15,29.8,72,19.5,1.5
2018-11-23,0,17,28.8,60,21,1.9
2018-11-24,0,17.5,29.9,67,20.8,3.3
2018-11-25,2.1,16.5,26.7,77,20,2
2018-11-26,0.9,18.4,28.7,69,19.9,2.1
2018-11-27,0,19.3,30.5,66,21.1,2.3
2018-11-28,2.2,17.9,29.5,64,19.6,1
2018-11-29,0,18.2,25.7,52,16.4,3.1
2018-11-30,7.5,15.9,30.3,67,17.7,1.8
2018-12-01,4.2,17.5,33.7,71,16.5,2.6
2018-12-02,0,17.4,34.8,69,18.4,2.6
2018-12-03,2.5,17.8,31.6,65,18.7,2.4
2018-12-04,0,17.1,29.4,75,17.9,1.2
2018-12-05,0,15.3,31.5,77,16.3,2
2018-12-06,0,17.2,25.7,70,19.8,1
2018-12-07,0,17.5,28.8,66,17,2.6
2018-12-08,0,17.6,29.3,59,19.4,1.4
2018-12-09,3.5,15.1,30.3,73,13.7,2
2018-12-10,0,17.3,27.4,62,20,2.8
2018-12-11,0,16.7,27.6,72,17.3,1.9
2018-12-12,0,17.3,30.6,64,16.1,2.3
2018-12-13,0.5,17.8,29.5,72,18.8,2
2018-12-14,9.5,13.9,28.8,75,17.9,2.3
2018-12-15,3.4,16.8,29.7,66,16.8,2.1
2018-12-16,3.3,16,26.8,66,18.6,3.2
2018-12-17,5.1,16,27.6,67,15.9,2.9
2018-12-18,5.2,15.4,30.4,68,17.1,2.6
2018-12-19,4.8,18.6,28.6,63,18.2,1.1
2018-12-20,1.9,13.6,29.9,72,17.4,2
2018-12-21,13.2,16.3,30.8,66,17.3,0.5
2018-12-22,0,15.5,22.6,64,17.2,1.7
2018-12-23,1.4,14.8,28.3,66,18.5,2
2018-12-24,3,17.6,28.6,80,15.4,3
2018-12-25,1.1,16.1,30.4,69,15.5,1.5
2018-12-26,9.1,15.3,28.1,74,19.9,2.4
2018-12-27,1.9,15.9,28.7,66,16.1,3.7
2018-12-28,0,15.4,28.9,75,15.5,2
2018-12-29,3.5,14.3,27,68,17.3,1.7
2018-12-30,0,16.9,30.3,72,13.6,1.5
2018-12-31,0.2,13.1,28.4,70,15.9,2
2019-01-01,0,17.3,29,61,16,0.7
2019-01-02,3,15.2,28.3,68,18.3,2
2019-01-03,13.1,16.7,27.3,76,17.9,1.8
2019-01-04,0,15.1,27.1,71,13.6,1.9
2019-01-05,3.6,17.2,23.6,66,14.9,2
2019-01-06,0,16.1,27.6,74,14.1,1.9
2019-01-07,0.4,18,25,68,17.7,2.7
2019-01-08,1.1,16,28.2,66,17.1,1.3
2019-01-09,0,14.7,27.8,65,16.6,3.1
2019-01-10,1.9,14.5,26.2,73,18.5,1.5
2019-01-11,0,14.7,25.5,73,15.5,2.8
2019-01-12,4.4,14.3,23.4,70,14.2,1.1
2019-01-13,7.7,13.2,23.5,75,18.4,1.5
2019-01-14,1.7,13.1,28.7,78,15.4,2.9
2019-01-15,8.2,15.4,25.8,64,13.4,1.9
2019-01-16,1.1,15.3,26.9,69,14.3,2
2019-01-17,9.2,16.6,29.3,76,15.6,2.2
2019-01-18,0,12.3,29.1,78,13.7,2.2
2019-01-19,0,15.2,24.6,67,14.1,1.6
2019-01-20,10.6,15.5,23.3,70,13.5,1.7
2019-01-21,0,16.1,25.8,82,16,2.6
2019-01-22,16.9,14.1,30.1,74,14,1.9
2019-01-23,5.9,14.6,26.2,78,12.9,1.8
2019-01-24,16.4,16.9,26.6,73,15,2.3
2019-01-25,11.8,14.7,25.6,68,14.1,2.1
2019-01-26,6.4,13.7,25.5,70,18,1.3
2019-01-27,9.3,11.6,25.3,72,12.1,1.3
2019-01-28,0,14,24,73,14.1,2.9
2019-01-29,4.1,12.1,27.4,73,11.6,2.3
2019-01-30,1.9,11.9,24.9,62,13.9,2.7
2019-01-31,1.6,10.6,26.2,85,13.6,1.8
2019-02-01,2.4,13.9,25.6,72,12.2,3.1
2019-02-02,0,14.3,26.8,66,15,1.7
2019-02-03,0,12.1,24.2,83,13.2,2.5
2019-02-04,6.7,13.8,23.7,72,13.7,2.2
2019-02-05,3,11,27.1,82,13.4,3.2
2019-02-06,11.6,10.7,23,83,15.1,1.7
2019-02-07,5.5,13.9,22.7,73,14,1
2019-02-08,2.2,12.8,23.5,71,14.4,1.2
2019-02-09,10.1,13.1,26.8,77,11.3,1.2
2019-02-10,5.8,12.6,23.7,88,12.6,1.9
2019-02-11,0,10.5,24.6,75,13.9,0.1
2019-02-12,10.9,15.3,25,83,13.9,1.2
2019-02-13,9.9,12.3,25.4,89,10.4,3.4
2019-02-14,0,15.6,21.8,76,15,1.3
2019-02-15,0,12.1,25.5,79,11.6,1
2019-02-16,9.6,12.7,24.8,81,11.2,2.8
2019-02-17,0,15.8,24.3,76,13.9,1.8
2019-02-18,1.9,9.6,25.6,74,12.9,2.6
2019-02-19,3,11.6,25.9,80,12.8,2.2
2019-02-20,5.8,12.8,24.2,85,11.3,0.9
2019-02-21,6.2,14.1,24.9,69,12,1.6
2019-02-22,0.3,14.2,22.8,76,13.6,2.4
2019-02-23,1.6,12.9,20.3,72,11.7,2.2
2019-02-24,2,14.1,21,78,16.1,2
2019-02-25,0,10.9,22.1,87,8.8,0.9
2019-02-26,4.9,13.6,24.5,73,11.7,0.6
2019-02-27,12.5,14.9,25.9,86,10.2,2.9
2019-02-28,19.5,12.9,21.7,86,12.1,1.6
2019-03-01,16.7,11.9,24.2,71,13.9,3.5
2019-03-02,6.5,12.7,24.8,88,11.4,3.2
2019-03-03,0,11.5,21.2,82,13.9,2.4
2019-03-04,10.9,13.3,23.2,78,11.4,2.3
2019-03-05,0,12.3,25,84,11.2,1.6
2019-03-06,5.4,11.5,19.4,85,11.7,1.2
2019-03-07,17.1,11.1,19.5,82,12.5,2
2019-03-08,3.1,11.5,22.3,81,10.7,2.6
2019-03-09,9.6,12.3,23.3,88,12.1,2.4
2019-03-10,1.2,12.9,25,75,9.5,1.7
2019-03-11,9.5,10.9,24,86,13,1.8
2019-03-12,10.9,9.9,24.2,80,10.3,2.6
2019-03-13,9.8,11,19.8,93,10.3,2
2019-03-14,9.6,13.1,23.4,82,11.9,1.7
2019-03-15,9.7,11.1,20.1,85,10.2,3.7
2019-03-16,11.5,13.5,22.3,82,12.3,2.8
2019-03-17,9.5,14.2,22.1,97,10,0.7
2019-03-18,8.4,11.9,22.6,83,10.9,2.5
2019-03-19,16.3,12.4,22.8,75,9,4.1
2019-03-20,8,13.6,21.7,69,12.8,0.9
2019-03-21,18.1,12,23.1,85,12.2,1.9
2019-03-22,4.2,12.3,19.4,76,9.7,2.6
2019-03-23,8.4,15,24.6,77,8.4,1.9
2019-03-24,12.3,9.8,20.5,75,11,2
2019-03-25,13.4,13,22.8,79,11.8,1.7
2019-03-26,12.3,12.3,21.8,86,12.6,2.9
2019-03-27,18.4,13.8,22,100,11,2.3
2019-03-28,12.1,14.1,24.4,86,8.4,2
2019-03-29,15,14.5,19.5,82,9.8,2.9
2019-03-30,0,11.1,21.7,68,12.4,1.8
2019-03-31,9.1,11.9,24.6,92,11.9,0.7
2019-04-01,17.8,10.6,19.7,87,10.5,2
2019-04-02,3.7,9.7,21.3,87,8.8,1
2019-04-03,18.1,13.2,21.8,81,12.6,2.9
2019-04-04,3.1,10.8,22.1,95,11.3,3
2019-04-05,11.3,11.6,23.3,86,9.4,2.1
2019-04-06,0,12.3,21,72,10.3,1.3
2019-04-07,9.6,11.8,21.7,88,12.3,4
2019-04-08,3.7,13.5,24.4,86,13,0.8
2019-04-09,9.3,14.7,18.9,88,12.1,2.3
2019-04-10,14.5,11.7,22.9,72,10.8,1.9
2019-04-11,15,13,23.5,86,11.6,3.6
2019-04-12,0,12.8,22.4,86,10.7,1.7
2019-04-13,2.7,13.5,23.1,81,10,2.1
2019-04-14,12.2,14.5,24.5,79,8.7,1.4
2019-04-15,2.6,12,23.8,85,10.6,1.1
2019-04-16,4.1,12.2,21.5,74,15,2.9
2019-04-17,14.4,14.1,24.7,84,7.7,2.1
2019-04-18,11.2,8.3,20.3,77,11.4,2.1
2019-04-19,20.3,11.4,20.4,85,11,2.1
2019-04-20,15.1,9.6,21.3,89,10.9,1.8
2019-04-21,6.7,11.5,22.1,86,12.3,3.5
2019-04-22,11.1,12.2,23.4,81,13.8,2.1
2019-04-23,3.7,11.8,22.1,69,9.7,2.4
2019-04-24,15.3,13.4,25.4,79,8.6,2.2
2019-04-25,5.4,11.4,24.9,93,9.7,2.9
2019-04-26,15.3,10.7,20.7,91,12.3,1.4
2019-04-27,5.3,12.3,20.6,92,10.5,2.2
2019-04-28,11.3,13.2,23.6,82,11.6,2.2
2019-04-29,0.5,13.6,23,91,14,2.5
2019-04-30,0,13.7,20.9,91,12.5,3.5
2019-05-01,10.2,11.3,23.2,79,13.9,1.3
2019-05-02,3.6,9.3,25.8,87,12.7,2.9
2019-05-03,13.8,12.7,22.8,83,9.8,1.3
2019-05-04,5.1,10.6,22.4,88,12,2.3
2019-05-05,13.2,11.5,21.1,73,10.1,3.6
2019-05-06,19.1,13.9,24.3,87,13.2,2.2
2019-05-07,10.2,13.5,23.8,83,13.2,2.9
2019-05-08,14.6,11.4,22.6,88,13.6,0.1
2019-05-09,8.9,13.3,26.9,75,9.5,2.8
2019-05-10,17.3,11.4,24.3,88,12.5,2.4
2019-05-11,14.5,11.9,24.9,94,11,1.8
2019-05-12,16.8,12.6,21.4,91,13,1.8
2019-05-13,11.7,13.1,22.2,74,11,0.1
2019-05-14,8.8,12.1,22.5,72,11.5,1.5
2019-05-15,14.7,13.2,24.4,82,12.8,1.3
2019-05-16,5.1,12.3,23.1,85,13.5,1.1
2019-05-17,13.6,14.6,23.5,83,14.9,2.5
2019-05-18,15.3,12.6,21.7,84,11.4,3.6
2019-05-19,2,11.7,25.3,85,11.2,1.6
2019-05-20,8.1,15.5,20.3,82,13,1.1
2019-05-21,11.9,14,23.4,83,11.9,1.2
2019-05-22,4.9,13.5,23.9,86,12.5,1.5
2019-05-23,11.3,12.6,23.9,75,10.2,1.2
2019-05-24,0,12.3,23.9,77,13.8,2.3
2019-05-25,5.6,12.8,25.3,69,12.4,3.7
2019-05-26,7.5,12.5,21.1,85,12.3,2.4
2019-05-27,0,14.4,22.9,76,12,1.3
2019-05-28,9.1,13.7,23.3,86,15.5,2.7
2019-05-29,14.5,14.7,23.8,80,11.7,1.7
2019-05-30,10.6,12.2,22.6,81,7.9,1.7
2019-05-31,12.8,12,22.1,88,14.5,2.9
2019-06-01,13.1,13.5,23,79,12.8,1.6
2019-06-02,10.5,13,25.4,87,13,0.9
2019-06-03,8.4,15.8,22.1,94,12.7,2.1
2019-06-04,10.3,13.1,24.4,92,12.7,2.5
2019-06-05,11.2,14.8,24.6,81,11.9,1
2019-06-06,11.6,14.1,22.7,80,16,3.1
2019-06-07,0,13.8,26.8,97,12.3,3.3
2019-06-08,5.8,13,22.7,86,13.7,1.6
2019-06-09,4.1,11.9,24.2,68,14.4,1.6
2019-06-10,9.8,17.3,24.4,88,15.5,3
2019-06-11,9.3,13.4,29.1,85,12.6,2.8
2019-06-12,14,15,26.7,74,13.1,3.7
2019-06-13,14,14.6,24.6,68,13.8,3.3
2019-06-14,17.2,11.9,26.1,89,16.1,2.5
2019-06-15,12.2,13.7,26.3,84,14,1.5
2019-06-16,14.1,12.1,24.1,83,14.4,1.2
2019-06-17,3.2,14.7,29.1,72,11.4,1.9
2019-06-18,17.4,12.8,27.9,89,13.8,2.6
2019-06-19,6.9,14.1,26.1,85,14.3,1.3
2019-06-20,0,13.6,27.2,80,17.1,4.1
2019-06-21,8.8,15,26.1,80,14.9,1.2
2019-06-22,8.1,15.1,25.2,84,13,3.2
2019-06-23,1.8,12.6,24.2,84,15.4,1.6
2019-06-24,10.5,15.2,23.3,90,15.9,1.3
2019-06-25,3.6,14.4,25.1,93,15.6,2.7
2019-06-26,8.3,14.4,25.7,81,14.9,1.8
2019-06-27,9.4,13,26.2,77,15.5,3.3
2019-06-28,10.5,15.4,27,84,13.5,1.6
2019-06-29,12.4,14.6,27.2,73,16.4,1.2
2019-06-30,1.8,16.1,24,73,15.5,2.7
2019-07-01,15.9,14.7,25.4,73,14.5,1.7
2019-07-02,6.6,15.8,24.8,84,17.1,0.1
2019-07-03,1,15.5,26.7,81,15.4,2.3
2019-07-04,12.2,13.6,25.8,88,17.8,2.9
2019-07-05,11.6,12.9,26.3,67,15.8,2.5
2019-07-06,6,15.1,23.8,74,17.4,2.8
2019-07-07,0,15.2,28.5,64,15.7,1.7
2019-07-08,12.6,15.3,24,77,17.8,2
2019-07-09,11.2,15.5,27.1,75,16.7,2.7
2019-07-10,1.1,16,27.5,75,13.1,1.9
2019-07-11,9.6,14.2,27.6,83,17.1,1.4
2019-07-12,6.6,13.6,27.7,74,18.7,1.3
2019-07-13,6.6,16.4,28.2,80,15.6,2.8
2019-07-14,12,13.9,27.8,80,15.1,1.9
2019-07-15,1.9,16.2,26.8,73,16,2.5
2019-07-16,8.6,15.5,28.3,73,15.2,2
2019-07-17,4.7,17.7,28.7,76,17.6,2.5
2019-07-18,8,16.1,29,65,15.4,3.5
2019-07-19,11.1,14.8,29.8,73,17.5,2.4
2019-07-20,6,15.2,28.7,68,15.2,1.4
2019-07-21,5.6,14,28.9,70,17.3,2.7
2019-07-22,0.1,13.9,28.4,70,18.6,2.6
2019-07-23,13.8,17.2,27.8,66,20,1.5
2019-07-24,10.9,15.1,26.7,71,16.7,2.3
2019-07-25,5.1,14.4,28.8,72,16.8,2.1
2019-07-26,7.5,14.4,27.3,78,17.2,2.4
2019-07-27,0,15.1,28.2,72,14.9,2.5
2019-07-28,0,15.8,27.4,72,17.7,2.4
2019-07-29,3.4,19.2,28.3,61,19.4,0.2
2019-07-30,3.6,14.6,28.9,69,16.6,3
2019-07-31,0,16,29.1,74,18.8,2.5
2019-08-01,1.1,13.6,31.9,81,21.6,2
2019-08-02,0,14.2,29.9,59,19.5,0.9
2019-08-03,14.8,17.3,32,60,19.5,2.6
2019-08-04,0,15.3,24.4,69,17.1,2.7
2019-08-05,1.5,17.2,23.4,74,16,2.7
2019-08-06,6,15.2,28.8,73,19.1,2.3
2019-08-07,7.5,16.6,29.9,74,18.8,1.3
2019-08-08,13.6,16.1,29.5,75,20.2,1.3
2019-08-09,0,13.4,26.4,83,19.1,1.6
2019-08-10,0.9,18,29.6,60,20.8,1.7
2019-08-11,0,16.6,29.6,73,18,3.8
2019-08-12,0,18.4,27.3,57,19.7,2.5
2019-08-13,0,16,29.5,75,19.1,2.4
2019-08-14,3.4,16.4,29.8,67,19.6,0.4
2019-08-15,7,17.5,28.8,68,18.9,2
2019-08-16,0,15.3,28.1,73,18.7,1.2
2019-08-17,5.3,18.9,29,80,17.8,2
2019-08-18,0,16,32.3,69,19.3,3.5
2019-08-19,0,16.9,30.7,66,18.7,3.5
2019-08-20,0.9,14.4,30.5,66,19.8,2.4
2019-08-21,0,19.1,26.3,71,20.9,1.8
2019-08-22,0,16.2,29.9,72,21.9,3.5
2019-08-23,1.4,16.6,30.5,77,18.5,0.6
2019-08-24,0.2,14.4,31.4,75,18,3.1
2019-08-25,0,15.9,31.9,72,20.3,2.3
2019-08-26,3.8,15.5,29.7,67,21.4,3.3
2019-08-27,0,16.2,29.1,64,17.9,0.5
2019-08-28,0,17.2,30.4,70,18.8,2.4
2019-08-29,5.6,17.4,30.5,70,21.7,1.6
2019-08-30,9.1,15.8,32.2,70,20.1,3.3
2019-08-31,0,17.7,31.4,72,20.4,2.3
2019-09-01,8.1,17.8,31.7,55,19,3.1
2019-09-02,5.7,16.7,31,68,21.5,2.6
2019-09-03,0,17.7,30.8,65,19.6,3
2019-09-04,6.3,17.1,35.8,59,21.5,1.5
2019-09-05,0.1,16.4,33.6,54,21.7,0.3
2019-09-06,3,17.4,30,67,20.4,2.3
2019-09-07,5.8,15.4,29.4,56,20.8,2.6
2019-09-08,0,16.9,29.2,70,20.4,2.4
2019-09-09,0,16.2,30.7,69,21.5,1.4
2019-09-10,0.8,18,32.3,64,19.5,2.3
2019-09-11,3.2,16.8,30.2,74,21.7,2.4
2019-09-12,5.2,17.5,30.4,67,20.9,1.5
2019-09-13,1.1,18.6,30.3,52,20.8,1.7
2019-09-14,6.3,16.7,33.5,63,19.4,1.2
2019-09-15,0,18.3,29.5,66,20.6,3.1
2019-09-16,0,16.9,30.2,72,18.1,2.6
2019-09-17,0,17.2,30.2,73,22.5,2.9
2019-09-18,0,18,31,69,23.5,3.7
2019-09-19,2.8,17.6,29.9,66,23.1,1.3
2019-09-20,1.3,20.4,32,65,18.8,2
2019-09-21,4.7,17.7,29.2,64,21.4,0.8
2019-09-22,4.2,19.3,32,83,23.5,3.3
2019-09-23,1.9,18.1,33.4,68,22.1,2.6
2019-09-24,0,17.8,32.4,77,23,1.8
2019-09-25,0,17.1,31.5,62,20.1,4.9
2019-09-26,5.9,17.4,32.7,50,22.7,1.4
2019-09-27,6.7,17,31.4,73,21.6,2.2
2019-09-28,5.9,17.1,29.8,62,20.2,2.9
2019-09-29,0,17.1,32.7,74,20.6,0.7
2019-09-30,0,15.6,29.7,66,21,2.1
2019-10-01,0,18.3,30.9,64,22.6,2.5
2019-10-02,0,18.4,33.2,62,22.3,2.9
2019-10-03,7.9,18.6,32,65,19.7,2.6
2019-10-04,0,18.8,29.3,60,19.6,3.5
2019-10-05,0,19.8,31.1,67,22.1,1.5
2019-10-06,4.3,17,31.4,68,22.1,1.8
2019-10-07,0,16.4,32.1,54,22,2
2019-10-08,0,18.8,31.1,61,21.5,2.2
2019-10-09,6.8,18.1,29.8,73,23,1
2019-10-10,5.2,19.4,33.3,67,18.7,2.1
2019-10-11,0.3,17.3,27.9,54,19.7,2.3
2019-10-12,0,17.2,33.3,60,20.7,2.3
2019-10-13,0,18,30.8,59,20.2,1
2019-10-14,2.4,18.4,32.1,48,23.3,1.7
2019-10-15,0,19,30.3,63,20,1.7
2019-10-16,0,19.4,31.2,73,21.9,4.1
2019-10-17,0,18.1,30.3,67,22.3,1.9
2019-10-18,0.7,19.6,33.1,61,19.3,2.9
2019-10-19,0,16.3,33.3,67,18.4,2.3
2019-10-20,0,16.2,30.7,60,19.4,3.6
2019-10-21,0,17.5,35.8,66,23,3.1
2019-10-22,0.1,16.9,30.4,68,20.2,2.8
2019-10-23,0,18.8,32.3,77,20.7,1.6
2019-10-24,0,16.8,33.1,73,18.1,2
2019-10-25,1.6,18.4,34.8,61,22,2.6
2019-10-26,2.8,17.4,34.7,59,21,2.2
2019-10-27,0,16.3,31.6,54,19.9,0.9
2019-10-28,0,16.5,31.9,70,19.2,2.7
2019-10-29,13.1,20.9,33.2,54,19.9,1.3
2019-10-30,0,18,33.9,64,20.5,2.8
2019-10-31,7.9,17,29.9,63,23.3,3.2
2019-11-01,0,17.9,31,70,20,1.6
2019-11-02,3.9,18.8,30.1,62,20,1
2019-11-03,0,18.4,32.6,71,22.1,3
2019-11-04,7.1,17,34.2,69,18.6,0.9
2019-11-05,0,16.8,33,72,22.1,2
2019-11-06,2,18.8,31.5,70,18.8,2.7
2019-11-07,0,18,31.5,67,20.3,1.8
2019-11-08,0,15.2,30.6,56,16.9,1.7
2019-11-09,5.5,17.9,29.2,62,20.4,3.5
2019-11-10,0,19.2,30.9,71,19,3.6
2019-11-11,0,16,28,62,18.1,1.5
2019-11-12,0,18.1,32.3,66,20.5,3.4
2019-11-13,0,15.3,33.7,63,17.6,3.2
2019-11-14,4.1,17.2,29.8,64,18.5,2.5
2019-11-15,0,15,33.3,66,18.9,3.2
2019-11-16,3.7,17,32.4,63,22.8,3.1
2019-11-17,0,17.7,34.1,67,18.5,1.8
2019-11-18,5,16.5,33.8,56,22,3.3
2019-11-19,0,17,29.8,66,21.3,2.7
2019-11-20,0,17.3,29.4,75,20.8,1.6
2019-11-21,4.4,18.2,28.9,54,19.1,1.4
2019-11-22,0,14.9,32.7,73,21.2,1.5
2019-11-23,2.7,14,31.6,66,19.8,2.1
2019-11-24,0,16.3,30.9,65,14,3.2
2019-11-25,0,17.7,32.7,71,21.9,1.4
2019-11-26,0,17.7,31.4,72,17.4,3.3
2019-11-27,0,16,28.6,70,18.8,0.2
2019-11-28,0,18.6,32.1,56,17.4,1.8
2019-11-29,0,17.9,30.9,59,18.8,1.7
2019-11-30,8.8,18.7,31.3,70,17,2.5
2019-12-01,3.8,15.8,30.6,61,17.7,2.2
2019-12-02,0,17.1,27.3,67,18,2.5
2019-12-03,3,16,31.9,67,17,1.2
2019-12-04,0,14.2,29.8,67,19.1,1.9
2019-12-05,6.2,18.8,30.4,64,17.4,3.1
2019-12-06,0,14,30.2,59,16.5,1.9
2019-12-07,6.1,18.6,28.3,65,18,2.1
2019-12-08,0,19.5,30.2,76,19,0.9
2019-12-09,0.3,18.3,28.7,75,18,2.1
2019-12-10,0,19.7,29.6,70,18.1,0.1
2019-12-11,0,17,30.1,70,15.8,1.9
2019-12-12,0.1,14.3,30.5,70,19.4,1.8
2019-12-13,0,16.3,31.9,87,17.1,1.9
2019-12-14,12.4,17.7,27.5,62,16.9,3.3
2019-12-15,0,14.2,29.5,76,14.7,1.8
2019-12-16,0,15.3,27.8,69,17.7,2.5
2019-12-17,5.8,13.7,31.2,68,16.4,1
2019-12-18,0,16.1,26.1,63,17.1,3
2019-12-19,1.4,16,29.9,73,19.6,1.7
2019-12-20,0,15.3,28.3,78,17.1,1.6
2019-12-21,0.7,14.9,28.9,73,15.9,2.3
2019-12-22,0.5,15.1,32.5,69,17.7,1.9
2019-12-23,0,13.5,30.2,68,16.5,2.7
2019-12-24,0,16,26.4,64,16.4,2.6
2019-12-25,1.4,17.4,26.7,59,17.8,3.4
2019-12-26,0,15.2,26,66,18.5,1.3
2019-12-27,9.3,15,27.7,66,15,2.2
2019-12-28,6.4,13.9,24.9,70,14.7,3
2019-12-29,9,13.5,25.2,66,18.7,1.7
2019-12-30,12.3,18.1,29.2,74,15.1,1.1
2019-12-31,3.7,14.1,27,74,16.9,3.1
2020-01-01,0,14.7,27.6,59,16.4,2.6
2020-01-02,2.8,11.8,27.9,65,18.8,1.6
2020-01-03,0,17,24.8,77,16.2,3.1
2020-01-04,0,14.3,28,74,15.2,1
2020-01-05,3.2,14.5,26.4,67,15.5,1.6
2020-01-06,0,14.5,26.7,79,17.7,1.2
2020-01-07,17.4,16.4,26.5,80,15.2,2.1
2020-01-08,2.2,15.7,26.7,64,18.3,0.1
2020-01-09,0,14.9,26.1,74,14.8,1
2020-01-10,0,13.8,26,71,17.9,1.7
2020-01-11,4.3,15.4,29.6,84,12.8,3.9
2020-01-12,0,15.6,27.5,67,15.9,3.6
2020-01-13,2.4,14.4,26.1,66,14.5,2.9
2020-01-14,0,16.4,26.2,74,14.7,3.4
2020-01-15,6.3,12.7,28.2,84,13.3,2.1
2020-01-16,0,11.7,25.4,82,14.6,3.4
2020-01-17,12,13.6,28.2,75,12.6,2.2
2020-01-18,5.9,16.8,24.4,86,15.4,2.6
2020-01-19,0.5,13.1,25.4,78,18.9,2.4
2020-01-20,17.3,13.4,25,76,14.2,2.9
2020-01-21,0,15.2,27.3,83,12.7,2.4
2020-01-22,3.7,14.4,25,80,12.9,1.4
2020-01-23,0,12.7,26.4,62,12.7,3.5
2020-01-24,11.1,16.1,26.7,71,13,3.4
2020-01-25,11.9,16.8,26.3,83,15,1.2
2020-01-26,0,12.8,26.4,79,13.2,4.1
2020-01-27,1.3,15.2,24.1,79,17.3,0.6
2020-01-28,11.7,14.3,22.7,74,14.8,2.7
2020-01-29,0,14.3,25.9,76,13.1,2.6
2020-01-30,6.2,12.2,22.5,67,15,1.5
2020-01-31,10.4,16.3,24.4,80,13.9,1.6
2020-02-01,0,12.5,25,74,11.3,4.7
2020-02-02,7.7,14.4,22.6,76,11.6,2.8
2020-02-03,6.6,8.6,22.7,70,15.2,1.4
2020-02-04,14,13.2,24.6,80,13.9,2.5
2020-02-05,0,16.5,26.2,78,9.8,1.4
2020-02-06,13.3,15,22.8,83,14.5,0.9
2020-02-07,5.1,10,23.9,86,12.9,0.6
2020-02-08,9.5,12.1,25.8,76,12.3,3.2
2020-02-09,14.3,14.9,22.9,75,13.4,1.9
2020-02-10,5,13.4,23.4,75,12.6,1.6
2020-02-11,7.1,12.1,22,80,11.8,4.6
2020-02-12,5.5,12.2,22.8,81,10.8,2.7
2020-02-13,9.4,13.2,28,75,14.9,1.8
2020-02-14,5.4,11.9,21.7,92,11.6,2.3
2020-02-15,10.9,10.6,24.2,71,13.9,2
2020-02-16,11.3,13.2,23,88,12.6,2.1
2020-02-17,4.9,13.1,24.9,84,11.7,3.2
2020-02-18,0,13.3,24.2,76,10.4,2.3
2020-02-19,7.6,12.2,24.2,80,12.8,2.6
2020-02-20,16,12.5,23.8,86,11,1.3
2020-02-21,11.6,15,22.9,70,13.1,2.6
2020-02-22,9.1,12.1,24.5,85,11.7,1.7
2020-02-23,0,11,20.6,92,12.9,2.2
2020-02-24,10.3,13.6,26,69,11,1
2020-02-25,10.1,10.4,25.6,69,12.8,1.7
2020-02-26,11,14.5,25.4,77,10.1,1.8
2020-02-27,13.8,13.4,20.5,83,12.2,1.4
2020-02-28,10.5,10.8,25,86,13.3,3.2
2020-02-29,0,11.8,20.1,77,10.5,1.8
