"lancamento_id","data","tipo","categoria","subcategoria","produto_id","quantidade","unidade","valor_unitario","valor_total","canal_venda","atividade","talhao_id","natureza_alocacao","evento_id","observacao"
"L2020_000959",2020-10-28,"receita","venda_produto","feira_local","HORTA_CESTA",9,"cesta",38.16,343.44,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000966",2020-11-02,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",50.16,551.76,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000967",2020-11-02,"receita","venda_produto","cafe_verde","CAF_SACA",8,"saca_60kg",865.04,6920.32,"cooperativa","cafeicultura","T17","direto",NA,"venda de safra"
"L2020_000968",2020-11-02,"receita","venda_produto","mel","MEL_POTE",26,"pote_300g",21.03,546.78,"feira_local","meliponicultura",NA,"direto",NA,""
"L2020_000965",2020-11-05,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",46.22,647.08,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000963",2020-11-06,"receita","venda_produto","feira_local","HORTA_CESTA",9,"cesta",43.16,388.44,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000964",2020-11-06,"receita","venda_produto","feira_local","HORTA_AVULSO",11.7,"kg",10.4,121.68,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_002202",2020-11-08,"despesa","manejo","mao_de_obra",NA,NA,NA,7199.42,7199.42,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2020_000970",2020-11-09,"receita","venda_produto","feira_local","HORTA_AVULSO",9.2,"kg",10.6,97.52,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000971",2020-11-09,"receita","venda_produto","feira_local","HORTA_AVULSO",25.7,"kg",8.91,228.99,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000972",2020-11-09,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",5,"caixa",48.43,242.15,"feira_e_csa","agrofloresta","T25","direto",NA,""
"L2020_000969",2020-11-11,"receita","venda_produto","feira_local","HORTA_AVULSO",16.7,"kg",9.67,161.49,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_002203",2020-11-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1234.2,1234.2,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2020_000973",2020-11-16,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",41.67,250.02,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000974",2020-11-16,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",43.05,430.5,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000977",2020-11-24,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",46.49,511.39,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000976",2020-11-26,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",31.18,436.52,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_002204",2020-11-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,729.09,729.09,NA,"geral",NA,"compartilhado",NA,""
"L2020_000975",2020-11-27,"receita","venda_produto","feira_local","HORTA_AVULSO",10.5,"kg",10.08,105.84,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000980",2020-11-30,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",10,"caixa",47.59,475.9,"feira_e_csa","agrofloresta","T27","direto",NA,""
"L2020_000981",2020-11-30,"receita","venda_produto","cafe_verde","CAF_SACA",16,"saca_60kg",912.31,14596.96,"cooperativa","cafeicultura","T27","direto",NA,"venda de safra"
"L2020_000979",2020-12-01,"receita","venda_produto","feira_local","HORTA_AVULSO",13.6,"kg",10.53,143.21,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000978",2020-12-03,"receita","venda_produto","feira_local","HORTA_AVULSO",17.7,"kg",9.75,172.57,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000983",2020-12-07,"receita","venda_produto","feira_local","HORTA_AVULSO",20.9,"kg",11.87,248.08,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000984",2020-12-07,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",7,"caixa",36.71,256.97,"feira_e_csa","agrofloresta","T31","direto",NA,""
"L2020_000982",2020-12-08,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",39.43,473.16,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_002205",2020-12-08,"despesa","manejo","mao_de_obra",NA,NA,NA,6420.08,6420.08,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2020_002206",2020-12-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1357.89,1357.89,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2020_000985",2020-12-14,"receita","venda_produto","feira_local","HORTA_AVULSO",20,"kg",10,200,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000988",2020-12-14,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",35.86,286.88,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000986",2020-12-15,"receita","venda_produto","feira_local","HORTA_AVULSO",21.9,"kg",8.57,187.68,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000987",2020-12-17,"receita","venda_produto","feira_local","HORTA_CESTA",15,"cesta",40.38,605.7,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000989",2020-12-21,"receita","venda_produto","feira_local","HORTA_AVULSO",22.8,"kg",8.89,202.69,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000990",2020-12-21,"receita","venda_produto","feira_local","HORTA_AVULSO",8.5,"kg",9.94,84.49,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_002207",2020-12-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,738.3,738.3,NA,"geral",NA,"compartilhado",NA,""
"L2020_000991",2020-12-28,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",46.24,462.4,"feira_e_csa","horta",NA,"direto",NA,""
"L2020_000994",2020-12-28,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",4,"caixa",58.49,233.96,"feira_e_csa","agrofloresta","T36","direto",NA,""
"L2020_000992",2020-12-29,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",38.46,230.76,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_000993",2021-01-01,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",40.3,564.2,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_000995",2021-01-05,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",43.09,344.72,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_000996",2021-01-06,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",38.37,422.07,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002208",2021-01-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5836.74,5836.74,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2021_000999",2021-01-11,"receita","venda_produto","feira_local","HORTA_AVULSO",17.7,"kg",9.99,176.82,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002209",2021-01-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1324.2,1324.2,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2021_001000",2021-01-12,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",45.65,273.9,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_000997",2021-01-15,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",48.37,290.22,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_000998",2021-01-15,"receita","venda_produto","feira_local","HORTA_AVULSO",20.9,"kg",12.18,254.56,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001001",2021-01-18,"receita","venda_produto","feira_local","HORTA_AVULSO",9.7,"kg",10.44,101.27,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001005",2021-01-18,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",6,"caixa",43.13,258.78,"feira_e_csa","agrofloresta","T25","direto",NA,""
"L2021_001002",2021-01-20,"receita","venda_produto","feira_local","HORTA_AVULSO",21,"kg",11.13,233.73,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001003",2021-01-21,"receita","venda_produto","feira_local","HORTA_AVULSO",16.3,"kg",10.84,176.69,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001004",2021-01-21,"receita","venda_produto","feira_local","HORTA_CESTA",9,"cesta",44.07,396.63,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001006",2021-01-25,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",40.25,563.5,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001007",2021-01-25,"receita","venda_produto","feira_local","HORTA_CESTA",5,"cesta",47.25,236.25,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001008",2021-01-25,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",47.34,568.08,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002210",2021-01-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,864.68,864.68,NA,"geral",NA,"compartilhado",NA,""
"L2021_001010",2021-02-03,"receita","venda_produto","feira_local","HORTA_CESTA",5,"cesta",42.95,214.75,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001011",2021-02-04,"receita","venda_produto","feira_local","HORTA_AVULSO",27.1,"kg",11.58,313.82,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001009",2021-02-05,"receita","venda_produto","feira_local","HORTA_AVULSO",20.4,"kg",9.07,185.03,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001012",2021-02-05,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",42.69,426.9,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001014",2021-02-08,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",44.54,623.56,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002211",2021-02-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5472.61,5472.61,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2021_001013",2021-02-11,"receita","venda_produto","feira_local","HORTA_AVULSO",11.6,"kg",8.89,103.12,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001015",2021-02-11,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",45.47,636.58,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002212",2021-02-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1419.37,1419.37,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2021_001018",2021-02-15,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",40.86,449.46,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001019",2021-02-15,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",10,"caixa",48.79,487.9,"feira_e_csa","agrofloresta","T22","direto",NA,""
"L2021_002213",2021-02-16,"despesa","insumo","composto_e_cobertura",NA,NA,NA,8246.04,8246.04,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2021_001016",2021-02-19,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",39.22,392.2,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001017",2021-02-19,"receita","venda_produto","feira_local","HORTA_AVULSO",11.9,"kg",9.27,110.31,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001023",2021-02-22,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",7,"caixa",50.38,352.66,"feira_e_csa","agrofloresta","T29","direto",NA,""
"L2021_001021",2021-02-24,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",43.39,477.29,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001020",2021-02-25,"receita","venda_produto","feira_local","HORTA_AVULSO",17,"kg",10.72,182.24,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001022",2021-02-26,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",48.1,625.3,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002214",2021-02-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,724.05,724.05,NA,"geral",NA,"compartilhado",NA,""
"L2021_001026",2021-03-01,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",5,"caixa",45.06,225.3,"feira_e_csa","agrofloresta","T25","direto",NA,""
"L2021_001024",2021-03-03,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",45.1,360.8,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001025",2021-03-05,"receita","venda_produto","feira_local","HORTA_CESTA",7,"cesta",44.52,311.64,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001030",2021-03-08,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",6,"caixa",55.75,334.5,"feira_e_csa","agrofloresta","T13","direto",NA,""
"L2021_002215",2021-03-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5878.53,5878.53,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2021_001028",2021-03-09,"receita","venda_produto","feira_local","HORTA_CESTA",15,"cesta",44.42,666.3,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001029",2021-03-09,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",50.63,303.78,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001027",2021-03-10,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",31.82,254.56,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002216",2021-03-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1219.19,1219.19,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2021_002217",2021-03-16,"despesa","insumo","composto_e_cobertura",NA,NA,NA,8461.51,8461.51,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2021_001031",2021-03-17,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",41.94,251.64,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001032",2021-03-17,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",34.2,205.2,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001034",2021-03-17,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",36.57,438.84,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001033",2021-03-18,"receita","venda_produto","feira_local","HORTA_AVULSO",8.9,"kg",11.76,104.66,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001038",2021-03-22,"receita","venda_produto","feira_local","HORTA_AVULSO",18.7,"kg",9.53,178.21,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001039",2021-03-22,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",3,"caixa",50.99,152.97,"feira_e_csa","agrofloresta","T36","direto",NA,""
"L2021_001035",2021-03-25,"receita","venda_produto","feira_local","HORTA_CESTA",9,"cesta",48.36,435.24,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001036",2021-03-25,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",42.21,337.68,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001037",2021-03-26,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",43.31,519.72,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002218",2021-03-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,939.54,939.54,NA,"geral",NA,"compartilhado",NA,""
"L2021_001043",2021-03-29,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",9,"caixa",56.6,509.4,"feira_e_csa","agrofloresta","T19","direto",NA,""
"L2021_001040",2021-03-30,"receita","venda_produto","feira_local","HORTA_CESTA",15,"cesta",41.62,624.3,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001041",2021-03-31,"receita","venda_produto","feira_local","HORTA_CESTA",7,"cesta",40.73,285.11,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001042",2021-04-02,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",44.22,265.32,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001045",2021-04-05,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",41.55,540.15,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001046",2021-04-05,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",6,"caixa",46.54,279.24,"feira_e_csa","agrofloresta","T09","direto",NA,""
"L2021_001044",2021-04-06,"receita","venda_produto","feira_local","HORTA_CESTA",5,"cesta",37.49,187.45,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002219",2021-04-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5493.94,5493.94,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2021_002220",2021-04-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1106.75,1106.75,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2021_001047",2021-04-12,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",40.4,565.6,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001049",2021-04-13,"receita","venda_produto","feira_local","HORTA_CESTA",15,"cesta",42.25,633.75,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001048",2021-04-15,"receita","venda_produto","feira_local","HORTA_CESTA",9,"cesta",49.38,444.42,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001050",2021-04-16,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",42.22,548.86,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001053",2021-04-19,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",39.25,431.75,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001051",2021-04-21,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",47.67,572.04,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001052",2021-04-23,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",40.61,568.54,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001056",2021-04-26,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",7,"caixa",48.2,337.4,"feira_e_csa","agrofloresta","T29","direto",NA,""
"L2021_001057",2021-04-26,"receita","venda_produto","mel","MEL_POTE",54,"pote_300g",23.64,1276.56,"feira_local","meliponicultura",NA,"direto",NA,""
"L2021_002221",2021-04-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,1124.42,1124.42,NA,"geral",NA,"compartilhado",NA,""
"L2021_001054",2021-04-28,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",38.01,418.11,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001055",2021-04-30,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",35.92,287.36,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001058",2021-05-03,"receita","venda_produto","feira_local","HORTA_CESTA",7,"cesta",36.96,258.72,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001061",2021-05-03,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",5,"caixa",49.2,246,"feira_e_csa","agrofloresta","T26","direto",NA,""
"L2021_001062",2021-05-03,"receita","venda_produto","mel","MEL_POTE",61,"pote_300g",23.47,1431.67,"feira_local","meliponicultura",NA,"direto",NA,""
"L2021_001059",2021-05-04,"receita","venda_produto","feira_local","HORTA_AVULSO",26.6,"kg",10.24,272.38,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001060",2021-05-05,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",37.34,410.74,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002222",2021-05-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5444.7,5444.7,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2021_001065",2021-05-10,"receita","venda_produto","feira_local","HORTA_CESTA",15,"cesta",45.56,683.4,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002223",2021-05-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1459.88,1459.88,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2021_001063",2021-05-14,"receita","venda_produto","feira_local","HORTA_CESTA",15,"cesta",40.32,604.8,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001064",2021-05-14,"receita","venda_produto","feira_local","HORTA_AVULSO",23.9,"kg",9.55,228.24,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001067",2021-05-18,"receita","venda_produto","feira_local","HORTA_CESTA",5,"cesta",38.67,193.35,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001068",2021-05-19,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",43,559,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001069",2021-05-20,"receita","venda_produto","feira_local","HORTA_CESTA",15,"cesta",37,555,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002224",2021-05-20,"despesa","manejo","colheita_e_beneficiamento",NA,NA,NA,3712.19,3712.19,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2021_001066",2021-05-21,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",38.25,306,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001070",2021-05-24,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",42.3,507.6,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001072",2021-05-24,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",9,"caixa",43.7,393.3,"feira_e_csa","agrofloresta","T26","direto",NA,""
"L2021_002225",2021-05-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,794.96,794.96,NA,"geral",NA,"compartilhado",NA,""
"L2021_001071",2021-05-28,"receita","venda_produto","feira_local","HORTA_CESTA",13,"cesta",38.97,506.61,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001077",2021-05-31,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",4,"caixa",36.81,147.24,"feira_e_csa","agrofloresta","T35","direto",NA,""
"L2021_001075",2021-06-01,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",44.6,535.2,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001073",2021-06-03,"receita","venda_produto","feira_local","HORTA_AVULSO",19.7,"kg",9.73,191.68,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001074",2021-06-03,"receita","venda_produto","feira_local","HORTA_CESTA",7,"cesta",38.95,272.65,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001076",2021-06-03,"receita","venda_produto","feira_local","HORTA_AVULSO",16.6,"kg",9.31,154.55,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001078",2021-06-08,"receita","venda_produto","feira_local","HORTA_AVULSO",9.9,"kg",10.41,103.06,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002226",2021-06-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5941.9,5941.9,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2021_001079",2021-06-09,"receita","venda_produto","feira_local","HORTA_AVULSO",16.1,"kg",11.26,181.29,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002227",2021-06-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1627.24,1627.24,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2021_001081",2021-06-14,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",38.48,384.8,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001083",2021-06-14,"receita","venda_produto","feira_local","HORTA_CESTA",11,"cesta",37.6,413.6,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001082",2021-06-16,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",50.09,500.9,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001080",2021-06-18,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",49.63,397.04,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002228",2021-06-20,"despesa","manejo","colheita_e_beneficiamento",NA,NA,NA,3350.68,3350.68,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2021_001087",2021-06-21,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",32.34,194.04,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001088",2021-06-21,"receita","venda_produto","cafe_verde","CAF_SACA",24,"saca_60kg",835.61,20054.64,"cooperativa","cafeicultura","T06","direto",NA,"venda de safra"
"L2021_001089",2021-06-21,"receita","venda_produto","cafe_torrado","CAF_TORRADO",89,"pacote_250g",18.78,1671.42,"venda_direta","beneficiamento",NA,"direto",NA,""
"L2021_001085",2021-06-22,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",46.1,461,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001086",2021-06-24,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",43.61,348.88,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001084",2021-06-25,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",41.02,492.24,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002229",2021-06-26,"despesa","infraestrutura","energia_e_manutencao",NA,NA,NA,1002.99,1002.99,NA,"geral",NA,"compartilhado",NA,""
"L2021_001092",2021-06-28,"receita","venda_produto","feira_local","HORTA_CESTA",14,"cesta",44.05,616.7,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001090",2021-06-30,"receita","venda_produto","feira_local","HORTA_CESTA",6,"cesta",47.71,286.26,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001091",2021-06-30,"receita","venda_produto","feira_local","HORTA_CESTA",7,"cesta",47.38,331.66,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001093",2021-07-02,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",37.97,455.64,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001097",2021-07-05,"receita","venda_produto","feira_local","HORTA_CESTA",10,"cesta",36.75,367.5,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001098",2021-07-05,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",7,"caixa",49.5,346.5,"feira_e_csa","agrofloresta","T30","direto",NA,""
"L2021_001095",2021-07-06,"receita","venda_produto","feira_local","HORTA_AVULSO",27.5,"kg",10.7,294.25,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001094",2021-07-07,"receita","venda_produto","feira_local","HORTA_AVULSO",17.2,"kg",10.95,188.34,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001096",2021-07-08,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",38.89,466.68,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_002230",2021-07-08,"despesa","manejo","mao_de_obra",NA,NA,NA,5878.01,5878.01,NA,"cafeicultura",NA,"compartilhado",NA,""
"L2021_002231",2021-07-11,"despesa","operacao","transporte_e_embalagem",NA,NA,NA,1310.5,1310.5,NA,"beneficiamento",NA,"compartilhado",NA,""
"L2021_001103",2021-07-12,"receita","venda_produto","banana_agroflorestal","BANANA_CAIXA",9,"caixa",49.33,443.97,"feira_e_csa","agrofloresta","T25","direto",NA,""
"L2021_001099",2021-07-13,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",40.71,325.68,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001101",2021-07-13,"receita","venda_produto","feira_local","HORTA_CESTA",8,"cesta",46.51,372.08,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001100",2021-07-15,"receita","venda_produto","feira_local","HORTA_CESTA",9,"cesta",34.99,314.91,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001102",2021-07-16,"receita","venda_produto","feira_local","HORTA_CESTA",12,"cesta",33.04,396.48,"feira_e_csa","horta",NA,"direto",NA,""
"L2021_001104",2021-07-20,"receita","venda_produto","feira_local","HORTA_AVULSO",11.7,"kg",11.71,137.01,"feira_e_csa","horta",NA,"direto",NA,""
