"talhao_id","ano_mes","temperatura_min_c","temperatura_max_c","amplitude_termica_c","umidade_relativa_pct","umidade_solo_pct","chuva_mm","sombreamento_pct"
"T16","2023-01",14.5,24,9.6,78,44.1,159,33
"T17","2023-01",15.6,23.1,7.4,74,44.2,159,45
"T18","2023-01",15.2,26.6,11.4,64,38.1,159,5
"T19","2023-01",15.4,24.2,8.7,69,40.2,159,25
"T20","2023-01",15.3,22.3,7,72,42.6,159,36
"T21","2023-01",15.7,23.6,7.9,75,43.5,159,40
"T22","2023-01",15.5,23.9,8.4,73,46,159,29
"T23","2023-01",14.8,25.1,10.3,68,37.7,159,11
"T24","2023-01",14.7,23.7,9,67,42.7,159,24
"T25","2023-01",15,23.2,8.2,75,46,159,48
"T26","2023-01",15.6,23.7,8.1,73,46,159,39
"T27","2023-01",16.2,22.9,6.7,75,46,159,48
"T28","2023-01",15.1,23.1,8,76,42.5,159,16
"T29","2023-01",15.7,22.8,7.1,83,46,159,46
"T30","2023-01",15.3,24.1,8.9,76,46,159,24
"T31","2023-01",16.2,22.8,6.7,80,46,159,53
"T32","2023-01",16,23.4,7.5,78,46,159,43
"T33","2023-01",15,24.3,9.3,74,46,159,37
"T34","2023-01",14.4,23.4,9,74,46,159,35
"T35","2023-01",16.3,22,5.7,81,46,159,50
"T36","2023-01",16,24.8,8.8,69,45.1,159,29
"T01","2023-02",14.6,23,8.4,62,36.8,183.3,10
"T02","2023-02",15,20.4,5.4,70,40.8,183.3,48
"T03","2023-02",14.5,22.1,7.7,69,40.1,183.3,19
"T04","2023-02",14.8,21.1,6.4,70,41.6,183.3,31
"T05","2023-02",14.4,22.3,7.9,64,40.2,183.3,13
"T06","2023-02",13.5,22.2,8.7,66,36.2,183.3,24
"T07","2023-02",14.1,22.5,8.5,63,39.5,183.3,14
"T08","2023-02",14.5,23.9,9.4,68,37.6,183.3,6
"T09","2023-02",14.4,22.1,7.7,70,39.4,183.3,19
"T10","2023-02",14,21.8,7.8,67,44.8,183.3,33
"T11","2023-02",13.8,21.9,8.1,68,39.6,183.3,25
"T12","2023-02",13.2,24.8,11.6,64,37,183.3,4
"T13","2023-02",14,21.7,7.7,74,44,183.3,28
"T14","2023-02",13.8,22.3,8.5,71,46,183.3,21
"T15","2023-02",13.7,24,10.3,71,42.5,183.3,5
"T16","2023-02",14.7,22.6,7.9,73,43.7,183.3,33
"T17","2023-02",14.7,20.1,5.4,75,46,183.3,45
"T18","2023-02",14.2,23.8,9.5,71,45.7,183.3,5
"T19","2023-02",14.3,21.6,7.3,73,45.6,183.3,25
"T20","2023-02",14.2,22.3,8.2,67,44.1,183.3,36
"T21","2023-02",14.9,22.5,7.6,81,46,183.3,40
"T22","2023-02",14.2,22.3,8.1,77,42.5,183.3,29
"T23","2023-02",14.3,23.2,8.9,73,41.6,183.3,11
"T24","2023-02",14.1,21.1,7,71,45.7,183.3,24
"T25","2023-02",15.1,21.9,6.8,84,46,183.3,48
"T26","2023-02",14.2,20.5,6.3,83,46,183.3,39
"T27","2023-02",14.9,20.5,5.6,88,46,183.3,48
"T28","2023-02",14.8,22.1,7.3,76,45.9,183.3,16
"T29","2023-02",15.1,21.2,6.2,89,46,183.3,46
"T30","2023-02",14.9,22.2,7.3,82,46,183.3,24
"T31","2023-02",15,19.1,4.1,86,46,183.3,53
"T32","2023-02",14.5,21.7,7.2,80,46,183.3,43
"T33","2023-02",14.8,20.6,5.8,82,46,183.3,37
"T34","2023-02",15.5,21.7,6.1,75,46,183.3,35
"T35","2023-02",15.5,21.2,5.7,83,46,183.3,50
"T36","2023-02",15.4,22.7,7.3,84,46,183.3,29
"T01","2023-03",12.2,22.9,10.7,66,46,279,10
"T02","2023-03",13.1,19.7,6.6,75,46,279,48
"T03","2023-03",12.9,21.2,8.3,68,46,279,19
"T04","2023-03",12.9,20.3,7.4,69,46,279,31
"T05","2023-03",12,22.3,10.3,69,46,279,13
"T06","2023-03",12.5,20.5,8,74,46,279,24
"T07","2023-03",11.6,22.2,10.6,67,46,279,14
"T08","2023-03",11.8,21.9,10.2,68,46,279,6
"T09","2023-03",13,21.3,8.3,72,46,279,19
"T10","2023-03",13.1,20.6,7.4,72,46,279,33
"T11","2023-03",12.4,20.4,8,75,46,279,25
"T12","2023-03",11.5,22.2,10.7,69,46,279,4
"T13","2023-03",12.6,20.2,7.6,78,46,279,28
"T14","2023-03",13.3,21.3,8,71,46,279,21
"T15","2023-03",12,22.1,10,68,46,279,5
"T16","2023-03",12.6,19.7,7,76,46,279,33
"T17","2023-03",13,19.5,6.6,79,46,279,45
"T18","2023-03",12,22.7,10.7,74,46,279,5
"T19","2023-03",12.8,19.7,6.8,73,46,279,25
"T20","2023-03",12.3,21,8.7,79,46,279,36
"T21","2023-03",12.2,19.7,7.5,78,46,279,40
"T22","2023-03",12.1,20.8,8.7,74,46,279,29
"T23","2023-03",11.4,22.1,10.6,75,46,279,11
"T24","2023-03",12,20.3,8.2,78,46,279,24
"T25","2023-03",13.9,20,6,88,46,279,48
"T26","2023-03",13.3,20.3,7,86,46,279,39
"T27","2023-03",13.5,19,5.4,90,46,279,48
"T28","2023-03",12.2,20.7,8.5,74,46,279,16
"T29","2023-03",13.4,19.4,6,86,46,279,46
"T30","2023-03",12.9,20.9,8.1,79,46,279,24
"T31","2023-03",13.3,19.2,5.9,85,46,279,53
"T32","2023-03",12.9,19.9,7,88,46,279,43
"T33","2023-03",12.6,22,9.4,83,46,279,37
"T34","2023-03",13.3,20.6,7.4,82,46,279,35
"T35","2023-03",13.5,19.6,6,87,46,279,50
"T36","2023-03",13.3,20.7,7.4,78,46,279,29
"T01","2023-04",11.4,21.9,10.5,74,46,297.8,10
"T02","2023-04",13,17.7,4.6,82,46,297.8,48
"T03","2023-04",11.8,22.2,10.5,66,46,297.8,19
"T04","2023-04",12.1,19.9,7.9,71,46,297.8,31
"T05","2023-04",12.3,21.9,9.6,66,46,297.8,13
"T06","2023-04",11.8,19.8,8,78,46,297.8,24
"T07","2023-04",11.5,21.1,9.5,68,46,297.8,14
"T08","2023-04",12,22.7,10.7,68,46,297.8,6
"T09","2023-04",12.1,21.1,9,67,46,297.8,19
"T10","2023-04",11.5,19.6,8.2,78,46,297.8,33
"T11","2023-04",11.7,19.6,7.8,75,46,297.8,25
"T12","2023-04",11.5,21.9,10.4,64,46,297.8,4
"T13","2023-04",12.2,19.2,7,78,46,297.8,28
"T14","2023-04",12.9,20.2,7.3,71,46,297.8,21
"T15","2023-04",11.1,22.8,11.7,74,46,297.8,5
"T16","2023-04",11.9,20.2,8.3,85,46,297.8,33
"T17","2023-04",12.6,19.3,6.7,83,46,297.8,45
"T18","2023-04",12,22.4,10.3,71,46,297.8,5
"T19","2023-04",11.8,20,8.1,77,46,297.8,25
"T20","2023-04",12.6,19.5,6.9,81,46,297.8,36
"T21","2023-04",13.1,19.5,6.4,79,46,297.8,40
"T22","2023-04",11.9,20.5,8.6,79,46,297.8,29
"T23","2023-04",12.5,22.1,9.6,79,46,297.8,11
"T24","2023-04",12.1,19.5,7.4,74,46,297.8,24
"T25","2023-04",13.8,18,4.3,84,46,297.8,48
"T26","2023-04",12.7,19.9,7.3,82,46,297.8,39
"T27","2023-04",12.9,19.3,6.3,92,46,297.8,48
"T28","2023-04",12.5,21.2,8.7,81,46,297.8,16
"T29","2023-04",12.4,19.5,7.1,89,46,297.8,46
"T30","2023-04",12.9,21.6,8.7,81,46,297.8,24
"T31","2023-04",13.1,18.5,5.4,92,46,297.8,53
"T32","2023-04",13.4,19.9,6.6,88,46,297.8,43
"T33","2023-04",12.5,19.1,6.6,85,46,297.8,37
"T34","2023-04",13,19.9,6.9,85,46,297.8,35
"T35","2023-04",13.7,18.6,4.9,84,46,297.8,50
"T36","2023-04",12.4,20.6,8.2,88,46,297.8,29
"T01","2023-05",12.1,21.9,9.8,62,44.1,229.9,10
"T02","2023-05",13.1,18.3,5.1,77,46,229.9,48
"T03","2023-05",12.4,22.5,10,69,45,229.9,19
"T04","2023-05",12.8,21,8.2,75,46,229.9,31
"T05","2023-05",11.8,21.7,9.9,65,46,229.9,13
"T06","2023-05",11.6,21.8,10.3,70,42.9,229.9,24
"T07","2023-05",13,21.1,8.1,74,42.3,229.9,14
"T08","2023-05",12.1,22.8,10.7,71,43.2,229.9,6
"T09","2023-05",12.1,21.6,9.4,74,46,229.9,19
"T10","2023-05",12.5,20.1,7.5,74,45.1,229.9,33
"T11","2023-05",12.8,21.8,9,75,43.6,229.9,25
"T12","2023-05",12.8,21,8.2,67,45.3,229.9,4
"T13","2023-05",12.9,20.8,7.9,76,46,229.9,28
"T14","2023-05",13.6,20.1,6.5,76,46,229.9,21
"T15","2023-05",12,23.3,11.3,67,46,229.9,5
"T16","2023-05",12.4,22.1,9.7,84,46,229.9,33
"T17","2023-05",12.8,19.3,6.5,87,46,229.9,45
"T18","2023-05",13.2,22.1,8.9,71,46,229.9,5
"T19","2023-05",12.6,21.4,8.7,74,46,229.9,25
"T20","2023-05",13.4,19.3,5.9,82,46,229.9,36
"T21","2023-05",13.7,19.7,6,72,46,229.9,40
"T22","2023-05",12.6,22.2,9.6,75,46,229.9,29
"T23","2023-05",12.7,21.3,8.6,73,45.4,229.9,11
"T24","2023-05",12.9,22.1,9.2,73,46,229.9,24
"T25","2023-05",13.1,19,5.9,88,46,229.9,48
"T26","2023-05",13.2,21.2,8.1,80,46,229.9,39
"T27","2023-05",13.3,20,6.7,91,46,229.9,48
"T28","2023-05",12.8,22.5,9.7,84,46,229.9,16
"T29","2023-05",13.1,20.5,7.4,82,46,229.9,46
"T30","2023-05",12.9,22.3,9.3,80,46,229.9,24
"T31","2023-05",13.6,20.1,6.5,87,46,229.9,53
"T32","2023-05",13.8,20.8,6.9,84,46,229.9,43
"T33","2023-05",13.3,20.4,7.1,84,46,229.9,37
"T34","2023-05",13.2,20.1,6.9,84,46,229.9,35
"T35","2023-05",12.6,19.3,6.8,84,46,229.9,50
"T36","2023-05",12.8,21.5,8.7,77,46,229.9,29
"T01","2023-06",13.6,23.6,10,61,43.6,242.3,10
"T02","2023-06",14,21.7,7.7,70,46,242.3,48
"T03","2023-06",13,23.1,10.1,66,46,242.3,19
"T04","2023-06",13.6,21.9,8.3,68,45.9,242.3,31
"T05","2023-06",12.8,23.5,10.7,66,44.6,242.3,13
"T06","2023-06",13.4,22.4,9,67,46,242.3,24
"T07","2023-06",14,22.7,8.7,70,46,242.3,14
"T08","2023-06",13.2,24.4,11.2,66,44.1,242.3,6
"T09","2023-06",13,22.7,9.7,65,44.9,242.3,19
"T10","2023-06",14.3,22.2,7.9,73,46,242.3,33
"T11","2023-06",13.7,22.4,8.7,69,46,242.3,25
"T12","2023-06",12.7,22.9,10.2,64,43.8,242.3,4
"T13","2023-06",14.2,21.9,7.7,71,46,242.3,28
"T14","2023-06",13.7,23.3,9.6,75,46,242.3,21
"T15","2023-06",13.6,25.6,11.9,64,45.3,242.3,5
"T16","2023-06",14.3,22.1,7.8,71,46,242.3,33
"T17","2023-06",14.7,22.4,7.7,73,46,242.3,45
"T18","2023-06",13.5,24,10.5,65,46,242.3,5
"T19","2023-06",12.9,21.3,8.5,74,46,242.3,25
"T20","2023-06",14.4,21.4,7,76,46,242.3,36
"T21","2023-06",14.5,21,6.6,78,46,242.3,40
"T22","2023-06",13.9,22.7,8.8,76,46,242.3,29
"T23","2023-06",13.3,24.2,10.9,71,46,242.3,11
"T24","2023-06",14.2,23.8,9.6,72,46,242.3,24
"T25","2023-06",14.3,20.8,6.5,86,46,242.3,48
"T26","2023-06",14.2,22,7.8,81,46,242.3,39
"T27","2023-06",14.9,20.9,6.1,83,46,242.3,48
"T28","2023-06",14,22.3,8.3,78,46,242.3,16
"T29","2023-06",14.6,21.3,6.7,88,46,242.3,46
"T30","2023-06",13.6,23.7,10.1,77,46,242.3,24
"T31","2023-06",14.4,21.5,7.1,83,46,242.3,53
"T32","2023-06",14.4,22,7.7,83,46,242.3,43
"T33","2023-06",14.4,22.6,8.2,81,46,242.3,37
"T34","2023-06",14.1,21.9,7.9,83,46,242.3,35
"T35","2023-06",15.9,20.8,4.9,77,46,242.3,50
"T36","2023-06",13.9,21.6,7.7,84,46,242.3,29
"T01","2023-07",15,26.4,11.4,64,39.1,217.5,10
"T02","2023-07",16.3,23.7,7.4,63,46,217.5,48
"T03","2023-07",15.8,26.1,10.4,59,43.5,217.5,19
"T04","2023-07",15.4,26.3,10.9,61,44.2,217.5,31
"T05","2023-07",14.5,27.7,13.2,65,43.6,217.5,13
"T06","2023-07",16.6,25.4,8.8,69,46,217.5,24
"T07","2023-07",15,26.8,11.8,67,42.7,217.5,14
"T08","2023-07",16.1,26.9,10.8,62,41.5,217.5,6
"T09","2023-07",14.9,26.3,11.4,68,39.6,217.5,19
"T10","2023-07",15.9,24.6,8.8,71,41.9,217.5,33
"T11","2023-07",15.6,25.2,9.6,63,42.9,217.5,25
"T12","2023-07",14.3,26.6,12.3,63,40.3,217.5,4
"T13","2023-07",16.4,25.7,9.3,69,46,217.5,28
"T14","2023-07",15.3,25.2,9.9,66,46,217.5,21
"T15","2023-07",15,27,12,72,42.9,217.5,5
"T16","2023-07",16.5,25.1,8.6,72,46,217.5,33
"T17","2023-07",15.9,25,9.1,76,46,217.5,45
"T18","2023-07",15.9,28.1,12.3,67,42,217.5,5
"T19","2023-07",16.1,25.4,9.4,69,46,217.5,25
"T20","2023-07",16.2,25.1,8.9,75,46,217.5,36
"T21","2023-07",15.9,23.7,7.8,77,46,217.5,40
"T22","2023-07",16.2,25.3,9.1,69,46,217.5,29
"T23","2023-07",14.8,27.1,12.3,70,46,217.5,11
"T24","2023-07",15.2,25.4,10.2,62,46,217.5,24
"T25","2023-07",17,24.9,7.9,75,46,217.5,48
"T26","2023-07",16.6,25,8.5,80,46,217.5,39
"T27","2023-07",16.3,23.1,6.8,80,46,217.5,48
"T28","2023-07",16.7,25.8,9,71,46,217.5,16
"T29","2023-07",16.6,24.6,8.1,79,46,217.5,46
"T30","2023-07",16.4,25.7,9.3,77,46,217.5,24
"T31","2023-07",16.5,24.9,8.4,81,46,217.5,53
"T32","2023-07",16.4,24.5,8,77,46,217.5,43
"T33","2023-07",16.5,24.3,7.8,72,46,217.5,37
"T34","2023-07",15.8,24.8,8.9,80,46,217.5,35
"T35","2023-07",16.7,22.7,6,79,46,217.5,50
"T36","2023-07",16.4,25.6,9.2,74,46,217.5,29
"T01","2023-08",16.1,27.8,11.7,62,26.6,90.9,10
"T02","2023-08",17.4,24.7,7.3,78,31.7,90.9,48
"T03","2023-08",17,29.4,12.4,60,27.3,90.9,19
"T04","2023-08",17.7,28.5,10.7,59,26.7,90.9,31
"T05","2023-08",16.9,28.8,12,59,20.3,90.9,13
"T06","2023-08",16.8,28.4,11.6,60,25.9,90.9,24
"T07","2023-08",16.3,28.7,12.4,64,27.4,90.9,14
"T08","2023-08",15.8,28.9,13.1,55,21.9,90.9,6
"T09","2023-08",16.6,28.8,12.3,61,24.2,90.9,19
"T10","2023-08",17.3,26.8,9.5,66,29.9,90.9,33
"T11","2023-08",17.8,28.2,10.5,60,28.7,90.9,25
"T12","2023-08",16.3,28.1,11.8,51,22.2,90.9,4
"T13","2023-08",16.7,27.4,10.8,64,32.8,90.9,28
"T14","2023-08",16.7,28.8,12.2,73,29.9,90.9,21
"T15","2023-08",16.6,28.6,12,66,28.3,90.9,5
"T16","2023-08",17,27.3,10.4,68,37,90.9,33
"T17","2023-08",17.4,26.7,9.3,69,33.7,90.9,45
"T18","2023-08",17.4,29.5,12.2,61,29.3,90.9,5
"T19","2023-08",17.3,28,10.7,68,30,90.9,25
"T20","2023-08",16.7,26.1,9.4,70,34.7,90.9,36
"T21","2023-08",17.8,27.9,10.1,74,34.1,90.9,40
"T22","2023-08",17.8,27.8,10,64,35.9,90.9,29
"T23","2023-08",16.4,29.7,13.3,60,30.8,90.9,11
"T24","2023-08",17.2,27.6,10.5,69,31.8,90.9,24
"T25","2023-08",16.4,27.2,10.8,77,41.8,90.9,48
"T26","2023-08",17.7,26.2,8.5,76,37.1,90.9,39
"T27","2023-08",18.7,26.5,7.9,76,38.7,90.9,48
"T28","2023-08",17.2,29.2,11.9,64,35.7,90.9,16
"T29","2023-08",17.7,26.8,9.1,76,39.7,90.9,46
"T30","2023-08",16.9,28.6,11.7,75,31.5,90.9,24
"T31","2023-08",18.6,26.7,8.2,72,41.7,90.9,53
"T32","2023-08",16.8,26.8,10,79,37.8,90.9,43
"T33","2023-08",17.2,27.1,9.9,78,38.2,90.9,37
"T34","2023-08",18.1,27.3,9.2,72,37,90.9,35
"T35","2023-08",17.5,25.7,8.2,74,42.4,90.9,50
"T36","2023-08",18,28.7,10.8,73,38.3,90.9,29
"T01","2023-09",17.2,30.1,12.8,59,23.3,67.1,10
"T02","2023-09",18.8,27.3,8.5,66,29.6,67.1,48
"T03","2023-09",18.2,29.3,11.1,53,22.5,67.1,19
"T04","2023-09",17.6,28.2,10.6,62,27.6,67.1,31
"T05","2023-09",17.6,31.6,14,61,19.9,67.1,13
"T06","2023-09",18.6,30.6,12,60,24.2,67.1,24
"T07","2023-09",18.1,28.8,10.7,55,26.2,67.1,14
"T08","2023-09",16.7,29.7,13,54,23.5,67.1,6
"T09","2023-09",17.6,30.1,12.5,59,24.1,67.1,19
"T10","2023-09",18.1,27.8,9.7,66,26.9,67.1,33
"T11","2023-09",18,29,10.9,57,22.6,67.1,25
"T12","2023-09",17.7,29.8,12.2,52,18,67.1,4
"T13","2023-09",18.3,28.8,10.4,58,26.3,67.1,28
"T14","2023-09",18.4,29.4,11,63,29,67.1,21
"T15","2023-09",18.4,31.3,12.9,59,25.9,67.1,5
"T16","2023-09",18.1,28.4,10.3,63,31.5,67.1,33
"T17","2023-09",17.6,28.1,10.4,71,31.6,67.1,45
"T18","2023-09",17.6,30,12.4,52,24.4,67.1,5
"T19","2023-09",17.4,28.6,11.2,60,26.6,67.1,25
"T20","2023-09",18,27.8,9.8,65,28.9,67.1,36
"T21","2023-09",17.9,28.2,10.3,69,31.9,67.1,40
"T22","2023-09",17.9,28.2,10.4,59,30.3,67.1,29
"T23","2023-09",17.9,29.6,11.7,64,26.2,67.1,11
"T24","2023-09",18.1,29.5,11.4,61,23.9,67.1,24
"T25","2023-09",18.5,28.1,9.6,75,38.9,67.1,48
"T26","2023-09",18.9,27.4,8.5,72,38.3,67.1,39
"T27","2023-09",18.9,26.9,8,66,37,67.1,48
"T28","2023-09",18.3,28.9,10.6,68,30.9,67.1,16
"T29","2023-09",18.2,28,9.8,73,35.9,67.1,46
"T30","2023-09",18.6,29.7,11.1,68,27.6,67.1,24
"T31","2023-09",19.1,26,7,74,40.6,67.1,53
"T32","2023-09",19.3,27.7,8.3,68,38.9,67.1,43
"T33","2023-09",18.6,27.2,8.6,73,41.2,67.1,37
"T34","2023-09",18.7,29.5,10.8,69,39.4,67.1,35
"T35","2023-09",18.8,27.8,9.1,74,38.5,67.1,50
"T36","2023-09",18.8,29.3,10.5,65,35,67.1,29
"T01","2023-10",17.8,30.5,12.7,55,14.2,25.9,10
"T02","2023-10",19.5,27.1,7.7,62,26.1,25.9,48
"T03","2023-10",18,30.3,12.3,60,21.5,25.9,19
"T04","2023-10",18,29.9,11.9,62,25.2,25.9,31
"T05","2023-10",18.2,30.1,11.8,54,16.1,25.9,13
"T06","2023-10",17.9,29.9,12.1,54,23.3,25.9,24
"T07","2023-10",18,31.3,13.3,54,19.1,25.9,14
"T08","2023-10",18.2,31.7,13.5,54,17.6,25.9,6
"T09","2023-10",18.1,30.6,12.5,55,16.6,25.9,19
"T10","2023-10",18.2,29.1,10.9,67,19.2,25.9,33
"T11","2023-10",18.2,28.7,10.5,61,18.1,25.9,25
"T12","2023-10",17.9,30.9,13,55,15.3,25.9,4
"T13","2023-10",18.1,30,12,66,26.6,25.9,28
"T14","2023-10",17.8,28.9,11.1,64,22.2,25.9,21
"T15","2023-10",17.9,30.2,12.3,64,19.5,25.9,5
"T16","2023-10",18.4,30.1,11.7,65,23.7,25.9,33
"T17","2023-10",18.1,27.4,9.3,64,28.2,25.9,45
"T18","2023-10",17.3,30.3,13,62,20.7,25.9,5
"T19","2023-10",17.6,29.8,12.2,68,23,25.9,25
"T20","2023-10",18.6,27.7,9.1,66,26.3,25.9,36
"T21","2023-10",19.8,29.6,9.9,65,28.7,25.9,40
"T22","2023-10",18,28.9,11,68,24,25.9,29
"T23","2023-10",18,31.6,13.6,59,20.7,25.9,11
"T24","2023-10",18.3,29.4,11.2,62,23.6,25.9,24
"T25","2023-10",19.4,28.2,8.9,72,31.2,25.9,48
"T26","2023-10",18.4,27.3,8.9,67,29.4,25.9,39
"T27","2023-10",19.2,28.3,9.1,74,30.5,25.9,48
"T28","2023-10",18.8,30.8,12,65,24.2,25.9,16
"T29","2023-10",19.3,28,8.7,73,32.1,25.9,46
"T30","2023-10",18.6,29.3,10.7,62,26.2,25.9,24
"T31","2023-10",18.9,27.7,8.8,69,32.6,25.9,53
"T32","2023-10",19.2,28.4,9.3,68,31.1,25.9,43
"T33","2023-10",17.7,27.8,10.2,69,31.4,25.9,37
"T34","2023-10",18.6,29.6,11.1,69,32.9,25.9,35
"T35","2023-10",18.5,27.7,9.3,74,32.4,25.9,50
"T36","2023-10",18.1,29.4,11.3,67,30.1,25.9,29
"T01","2023-11",16.4,30.2,13.8,60,16.5,28.6,10
"T02","2023-11",17.8,27.4,9.7,58,23.4,28.6,48
"T03","2023-11",17.4,29.5,12.1,53,18.6,28.6,19
"T04","2023-11",18.1,27.4,9.3,59,20.8,28.6,31
"T05","2023-11",17.9,30.5,12.6,61,17.1,28.6,13
"T06","2023-11",17.6,29.3,11.7,59,15.3,28.6,24
"T07","2023-11",17.8,30.1,12.3,53,17.5,28.6,14
"T08","2023-11",16.7,29.5,12.8,58,14.7,28.6,6
"T09","2023-11",17.5,29.3,11.7,54,19.9,28.6,19
"T10","2023-11",18.3,29.3,11,61,22.3,28.6,33
"T11","2023-11",17.5,30.6,13.1,54,19,28.6,25
"T12","2023-11",17,30.5,13.5,55,17.8,28.6,4
"T13","2023-11",17.3,30.9,13.5,60,24.2,28.6,28
"T14","2023-11",17.7,30,12.3,62,23.6,28.6,21
"T15","2023-11",17.6,30.9,13.2,58,20.9,28.6,5
"T16","2023-11",18.6,29.3,10.7,73,25.7,28.6,33
"T17","2023-11",17.9,27.8,9.8,71,30.7,28.6,45
"T18","2023-11",17.7,32.2,14.4,63,19.4,28.6,5
"T19","2023-11",18.1,29.7,11.6,64,29.2,28.6,25
"T20","2023-11",18.4,28.9,10.5,66,28.2,28.6,36
"T21","2023-11",18.2,28.3,10.1,65,25.7,28.6,40
"T22","2023-11",18.3,29.3,11,68,21.4,28.6,29
"T23","2023-11",17.2,30.4,13.2,60,22.2,28.6,11
"T24","2023-11",17.4,29.3,11.9,61,22.4,28.6,24
"T25","2023-11",17.9,27.9,10,74,32.2,28.6,48
"T26","2023-11",18.7,28.6,10,70,32.2,28.6,39
"T27","2023-11",18.7,28.4,9.7,78,32.5,28.6,48
"T28","2023-11",17.4,29.9,12.5,69,26.1,28.6,16
"T29","2023-11",18.8,27.8,9,76,33.8,28.6,46
"T30","2023-11",18.5,28.4,9.9,69,28.5,28.6,24
"T31","2023-11",17.9,26.9,9,72,33.5,28.6,53
"T32","2023-11",18.8,28.6,9.8,65,27,28.6,43
"T33","2023-11",17.4,28.8,11.4,72,32.1,28.6,37
"T34","2023-11",18.6,28.1,9.5,66,33.3,28.6,35
"T35","2023-11",18.2,27.4,9.2,74,32.7,28.6,50
"T36","2023-11",18.2,29.6,11.5,71,31.5,28.6,29
"T01","2023-12",15.7,27.6,11.9,53,20.4,61.1,10
"T02","2023-12",16.4,23.4,7,68,31.8,61.1,48
"T03","2023-12",17.2,26.2,9.1,59,27.5,61.1,19
"T04","2023-12",15.5,26.2,10.7,69,25.4,61.1,31
"T05","2023-12",16.1,26.4,10.3,58,25.4,61.1,13
"T06","2023-12",16.5,27.1,10.6,68,22.9,61.1,24
"T07","2023-12",15.3,26.2,10.9,60,22.5,61.1,14
"T08","2023-12",16.1,27.5,11.4,57,20.7,61.1,6
"T09","2023-12",16.2,26.8,10.6,61,23.8,61.1,19
"T10","2023-12",16.6,25.5,9,66,23.5,61.1,33
"T11","2023-12",15.8,25.3,9.5,62,25.9,61.1,25
"T12","2023-12",15.7,28.9,13.2,61,21,61.1,4
"T13","2023-12",16.5,25.5,9,62,28.8,61.1,28
"T14","2023-12",16.3,27.4,11.1,60,24.3,61.1,21
"T15","2023-12",16.7,27.9,11.2,68,22.2,61.1,5
"T16","2023-12",16,27.5,11.5,68,32.4,61.1,33
"T17","2023-12",17.4,25,7.6,73,34.5,61.1,45
"T18","2023-12",16.6,29.8,13.2,62,21.2,61.1,5
"T19","2023-12",16.8,26.6,9.8,63,26.3,61.1,25
"T20","2023-12",16.6,26.2,9.6,66,29.2,61.1,36
"T21","2023-12",16.1,25.3,9.2,71,32.4,61.1,40
"T22","2023-12",16.7,25.7,9,66,27.1,61.1,29
"T23","2023-12",16,26.8,10.8,62,24,61.1,11
"T24","2023-12",16.1,26.8,10.7,64,26.8,61.1,24
"T25","2023-12",16.3,25,8.7,76,37.2,61.1,48
"T26","2023-12",16.9,25.4,8.5,76,33.9,61.1,39
"T27","2023-12",17.7,24.5,6.8,76,36.9,61.1,48
"T28","2023-12",16.7,26.4,9.6,70,31.3,61.1,16
"T29","2023-12",17.3,25.9,8.7,73,37.1,61.1,46
"T30","2023-12",16.5,26.8,10.3,73,31.4,61.1,24
"T31","2023-12",18,24.3,6.4,80,38.7,61.1,53
"T32","2023-12",17,27.3,10.2,72,38.2,61.1,43
"T33","2023-12",16.5,27.3,10.8,71,33.1,61.1,37
"T34","2023-12",16.5,27.2,10.7,72,33.1,61.1,35
"T35","2023-12",17.6,24.3,6.7,68,37.5,61.1,50
"T36","2023-12",16.4,26.2,9.8,73,35,61.1,29
"T01","2024-01",14.2,26.8,12.6,57,29.4,121.1,2
"T02","2024-01",15.5,22,6.5,71,37.2,121.1,50
"T03","2024-01",14.7,24.6,10,62,31.1,121.1,19
"T04","2024-01",14.9,23.5,8.6,66,33.8,121.1,34
"T05","2024-01",14.8,27.1,12.2,61,28.5,121.1,4
"T06","2024-01",15.6,24.1,8.6,68,34.2,121.1,27
"T07","2024-01",15.2,24.5,9.3,66,28.3,121.1,14
"T08","2024-01",14.9,24.7,9.8,64,26.7,121.1,13
"T09","2024-01",15.1,24,8.9,65,30.7,121.1,29
"T10","2024-01",15.7,24.1,8.4,74,35.5,121.1,35
"T11","2024-01",14.8,23.7,8.9,66,35.3,121.1,29
"T12","2024-01",14.2,25.7,11.5,63,25.6,121.1,12
"T13","2024-01",15.7,25.1,9.5,70,36.9,121.1,21
"T14","2024-01",15.5,24.7,9.2,65,33.6,121.1,27
"T15","2024-01",15.3,24.3,9,64,35,121.1,2
"T16","2024-01",15.8,23.7,7.9,70,36.8,121.1,28
"T17","2024-01",15.7,22.8,7.1,78,38.7,121.1,47
"T18","2024-01",14.1,26.5,12.4,72,33.3,121.1,11
"T19","2024-01",15.4,25.7,10.3,66,33.7,121.1,18
"T20","2024-01",15.1,23.5,8.4,71,37.6,121.1,37
"T21","2024-01",14.8,23.5,8.7,71,39.4,121.1,31
"T22","2024-01",15.1,23.2,8.1,73,37.1,121.1,31
"T23","2024-01",15.2,25.1,9.9,65,33.1,121.1,11
"T24","2024-01",14.7,23.3,8.6,72,35.9,121.1,37
"T25","2024-01",15.5,23.3,7.8,88,46,121.1,52
"T26","2024-01",15.5,22.1,6.6,77,46,121.1,49
"T27","2024-01",15.2,23.2,8,78,45.7,121.1,55
"T28","2024-01",15.4,25.3,9.9,78,38.9,121.1,15
